id,tag,level,question_kr,question_en
713,자전거,4,자전거는 평소에 어떤 방식으로 즐기시나요?,Describe a typical time when you enjoy biking.
714,요리하기,5,요리하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing cooking regularly?
715,뉴스를 보거나 듣기,5,뉴스를 보거나 듣기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in watching or listening to news changed over time?
716,SNS에 글 올리기,6,SNS에 글 올리기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does posting on social media have in your country?
717,애완동물 키우기,5,애완동물 키우기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,"What challenges have you faced while doing raising pets, and how did you overcome them?"
718,당구 치기,4,당구 치기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about playing billiards?
719,축구,4,축구를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do soccer alone or with others? Why?
720,국내출장,6,"국내출장를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to business trips in Korea.
721,헬스,4,헬스를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,When did you first start working out and why?
722,요리 관련 프로그램 시청,4,요리 관련 프로그램 시청를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in watching cooking shows and where do you usually go?
723,독서,5,독서를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing reading books, and how did you overcome them?"
724,쇼핑하기,5,쇼핑하기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing shopping regularly?
725,쇼핑하기,4,쇼핑하기를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do shopping alone or with others? Why?
726,구직활동하기,6,구직활동하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare job hunting with another hobby you enjoy. What are the key differences?
727,헬스,4,헬스는 평소에 어떤 방식으로 즐기시나요?,What do you enjoy the most about working out?
728,사진 촬영하기,4,사진 촬영하기를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in taking photos and where do you usually go?
729,해외 여행,6,해외 여행를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy international travel anymore, what would you replace it with and why?"
730,"하이킹, 트레킹",6,"하이킹, 트레킹를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?",What social or cultural significance does hiking/trekking have in your country?
731,체스 하기,5,체스 하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended 체스 하기 to someone? What was their reaction?
732,사진 촬영하기,5,사진 촬영하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended taking photos to someone? What was their reaction?
733,미식축구,6,미식축구와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy American football anymore, what would you replace it with and why?"
734,아이스 스케이트,5,아이스 스케이트를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does ice skating have on your daily life or mood?
735,낚시,4,낚시는 평소에 어떤 방식으로 즐기시나요?,Do you prefer to do fishing alone or with others? Why?
736,주식 투자,5,주식 투자를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing stock investing regularly?
737,글쓰기,4,글쓰기를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in writing and where do you usually go?
738,그림 그리기,4,그림 그리기는 평소에 어떤 방식으로 즐기시나요?,Do you prefer to do drawing alone or with others? Why?
739,집에서 보내는 휴가,6,집에서 보내는 휴가와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,What social or cultural significance does staycations have in your country?
740,아이스 스케이트,6,"아이스 스케이트를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to ice skating.
741,요리 관련 프로그램 시청,4,요리 관련 프로그램 시청를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do watching cooking shows alone or with others? Why?
742,해외 여행,4,해외 여행를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,When did you first start international travel and why?
743,하키,5,하키와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,What impact does 하키 have on your daily life or mood?
744,농구,6,농구를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy basketball anymore, what would you replace it with and why?"
745,애완동물 키우기,6,애완동물 키우기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,How would you introduce raising pets to someone from another country?
746,집에서 보내는 휴가,4,집에서 보내는 휴가를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy staycations.
747,야구/소프트볼,5,야구/소프트볼를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing baseball/softball, and how did you overcome them?"
748,야구/소프트볼,6,야구/소프트볼를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does baseball/softball have in your country?
749,애완동물 키우기,6,애완동물 키우기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to raising pets.
750,미식축구,4,미식축구를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy American football.
751,주식 투자,5,주식 투자를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in stock investing changed over time?
752,해외 여행,6,해외 여행를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce international travel to someone from another country?
753,콘서트 보기,6,콘서트 보기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does attending concerts have in your country?
754,그림 그리기,5,그림 그리기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing drawing regularly?
755,주거 개선,6,주거 개선를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce improving living space to someone from another country?
756,태권도,5,태권도를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,What impact does 태권도 have on your daily life or mood?
757,스키/스노보드,5,스키/스노보드를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing skiing/snowboarding regularly?
758,탁구,6,탁구가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to table tennis.
759,골프,5,골프를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in golf changed over time?
760,SNS에 글 올리기,6,"SNS에 글 올리기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce posting on social media to someone from another country?
761,뉴스를 보거나 듣기,5,뉴스를 보거나 듣기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing watching or listening to news regularly?
762,독서,5,독서와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in reading books changed over time?
763,조깅,6,"조깅를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to jogging.
764,클럽/나이트클럽 가기,5,클럽/나이트클럽 가기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing going to clubs or nightclubs regularly?
